0.0 9.0 1.0 0.0 0.0 0.0 0.21875  ; 4.806740499715771
0.0 13.0 1.0 0.0 0.0 0.0 0.21875  ; 4.351103828421521
0.0 20.0 1.0 0.0 0.0 0.0 0.21875  ; 1.6666805110926555
0.0 19.0 1.0 0.0 0.0 0.0 0.21875  ; 2.3924599949892507
0.0 13.0 1.0 0.0 0.0 0.0 0.21875  ; 4.351103828421521
0.0 13.0 1.0 0.0 0.0 0.0 0.21875  ; 4.351103828421521
0.0 18.0 1.0 0.0 0.0 0.0 0.21875  ; 2.936905264621171
2.0 16.0 1.0 0.0 0.0 0.0 0.21875  ; 3.6895068160272273
2.0 15.0 1.0 0.0 0.0 0.0 0.21875  ; 3.956146743455399
2.0 13.0 1.0 0.0 0.0 0.0 0.21875  ; 4.351103828421521
2.0 10.0 1.0 0.0 0.0 0.0 0.21875  ; 4.722232150440477
2.0 11.0 1.0 0.0 0.0 0.0 0.21875  ; 4.62056344471513
2.0 17.0 1.0 0.0 0.0 0.0 0.21875  ; 3.357442536657581
6.0 9.0 1.0 0.0 0.0 0.0 0.21875  ; 4.806740499715771
6.0 8.0 1.0 0.0 0.0 0.0 0.21875  ; 4.876733314842808
6.0 8.0 1.0 0.0 0.0 0.0 0.21875  ; 4.876733314842808
6.0 2.0 1.0 0.0 0.0 0.0 0.21875  ; 7.335653620230144
6.0 6.0 1.0 0.0 0.0 0.0 0.21875  ; 4.98112791297518
6.0 8.0 1.0 0.0 0.0 0.0 0.21875  ; 4.876733314842808
6.0 9.0 1.0 0.0 0.0 0.0 0.21875  ; 4.806740499715771
6.0 9.0 1.0 0.0 0.0 0.0 0.21875  ; 4.806740499715771
6.0 5.0 1.0 0.0 0.0 0.0 0.21875  ; 5.018526862615239
8.0 9.0 1.0 0.0 0.0 0.0 0.21875  ; 4.806740499715771
8.0 9.0 1.0 0.0 0.0 0.0 0.21875  ; 4.806740499715771
8.0 11.0 1.0 0.0 0.0 0.0 0.21875  ; 4.62056344471513
11.0 14.0 1.0 0.0 0.0 0.0 0.21875  ; 4.28536956592751
11.0 15.0 1.0 0.0 0.0 0.0 0.21875  ; 4.110634966091167
15.0 4.0 1.0 0.0 0.0 0.0 0.21875  ; 7.3436139260055135
14.0 13.0 0.0 1.0 0.0 0.0 0.21875  ; 4.458164435327624
15.0 10.0 0.0 1.0 0.0 0.0 0.21875  ; 4.703712288095613
15.0 10.0 0.0 1.0 0.0 0.0 0.21875  ; 4.703712288095613
13.0 16.0 0.0 1.0 0.0 0.0 0.21875  ; 4.029514498739532
